Date,Open,High,Low,Close,Adj Close,Volume
2006-01-01,673.219971,736.250000,666.580017,733.200012,733.200012,492116500
2006-02-01,733.200012,742.770020,708.119995,730.640015,730.640015,428599400
2006-03-01,730.640015,767.159973,713.619995,765.140015,765.140015,509050400
2006-04-01,765.239990,778.570007,740.239990,764.539978,764.539978,433084300
2006-05-01,764.539978,784.619995,696.059998,721.010010,721.010010,543128300
2006-06-01,721.010010,742.260010,669.880005,724.669983,724.669983,548732600
2006-07-01,724.650024,730.799988,668.580017,700.559998,700.559998,463482200
2006-08-01,700.559998,725.039978,674.750000,720.530029,720.530029,504856200
2006-09-01,720.520020,738.159973,700.440002,725.590027,725.590027,490014400
2006-10-01,725.590027,776.039978,712.169983,766.840027,766.840027,567936200
2006-11-01,766.820007,795.169983,746.289978,786.119995,786.119995,553439300
2006-12-01,785.710022,801.010010,773.059998,787.659973,787.659973,475787800
2007-01-01,788.309998,803.460022,768.690002,800.340027,800.340027,566862000
2007-02-01,802.020020,830.010010,784.419983,793.299988,793.299988,518449900
2007-03-01,787.619995,811.049988,760.059998,800.710022,800.710022,676222500
2007-04-01,801.770020,835.169983,798.169983,814.570007,814.570007,570324700
2007-05-01,815.380005,849.260010,807.690002,847.179993,847.179993,649580500
2007-06-01,848.619995,856.390015,819.750000,833.700012,833.700012,653228000
2007-07-01,836.080017,856.479980,770.590027,776.119995,776.119995,703374300
2007-08-01,774.969971,803.510010,736.000000,792.859985,792.859985,913817600
2007-09-01,792.500000,822.869995,759.419983,805.450012,805.450012,578097000
2007-10-01,806.039978,852.059998,788.659973,828.020020,828.020020,760225800
2007-11-01,822.880005,822.880005,734.450012,767.770020,767.770020,862469500
2007-12-01,768.200012,799.570007,735.849976,766.030029,766.030029,648216700
2008-01-01,765.900024,768.460022,650.000000,713.299988,713.299988,984753400
2008-02-01,714.919983,731.239990,683.539978,686.179993,686.179993,785361300
2008-03-01,686.049988,705.989990,643.280029,687.969971,687.969971,931891700
2008-04-01,692.020020,728.440002,684.880005,716.179993,716.179993,859786300
2008-05-01,715.539978,750.690002,714.010010,748.280029,748.280029,809904800
2008-06-01,747.479980,763.270020,689.659973,689.659973,689.659973,966140400
2008-07-01,686.770020,726.270020,647.369995,714.520020,714.520020,1249805700
2008-08-01,714.919983,764.380005,700.179993,739.500000,739.500000,862660100
2008-09-01,745.119995,761.780029,657.169983,679.580017,679.580017,1411346400
2008-10-01,676.210022,676.210022,441.920013,537.520020,537.520020,1612897000
2008-11-01,536.500000,551.020020,371.299988,473.140015,473.140015,1156602100
