Date,Year,Month,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District Of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2017-12,2017,December,3.9,6.8,4.8,3.7,4.4,2.9,4.6,4.2,5.8,4.0,4.3,2.3,3.0,4.6,3.3,2.8,3.5,4.4,4.6,3.1,4.2,3.6,4.6,3.1,4.9,3.5,3.8,2.9,4.8,2.7,4.6,5.3,4.6,4.2,2.7,4.5,3.9,4.1,4.6,10.7,4.4,4.0,3.2,3.5,4.0,3.1,2.7,3.4,4.6,5.4,3.0,4.0
2018-01,2018,January,3.9,6.7,4.8,3.7,4.4,3.0,4.5,4.1,5.8,3.9,4.2,2.3,3.0,4.5,3.3,2.8,3.4,4.3,4.7,3.1,4.2,3.6,4.5,3.0,4.9,3.4,3.8,2.9,4.7,2.7,4.5,5.2,4.5,4.2,2.7,4.5,3.9,4.1,4.6,10.5,4.3,3.9,3.2,3.6,4.0,3.1,2.7,3.3,4.6,5.4,3.0,4.0
2018-02,2018,February,3.9,6.7,4.8,3.7,4.3,3.0,4.5,4.1,5.8,3.9,4.2,2.3,3.0,4.4,3.3,2.8,3.4,4.3,4.8,3.1,4.1,3.5,4.4,3.0,4.9,3.4,3.8,2.9,4.7,2.7,4.5,5.1,4.5,4.1,2.7,4.5,3.8,4.1,4.5,10.2,4.3,3.8,3.2,3.6,4.0,3.1,2.7,3.2,4.5,5.4,3.0,4.0
2018-03,2018,March,4.0,6.6,4.7,3.7,4.3,3.0,4.4,4.0,5.8,3.8,4.1,2.3,3.0,4.4,3.4,2.7,3.4,4.3,4.9,3.2,4.1,3.5,4.4,3.0,4.9,3.3,3.7,2.9,4.6,2.7,4.4,5.0,4.4,4.1,2.7,4.5,3.7,4.1,4.4,10.0,4.2,3.6,3.1,3.6,4.0,3.1,2.7,3.2,4.5,5.4,3.0,3.9
2018-04,2018,April,4.0,6.6,4.7,3.7,4.3,3.1,4.3,3.9,5.8,3.7,4.1,2.3,2.9,4.3,3.5,2.7,3.3,4.3,5.0,3.2,4.1,3.5,4.3,3.0,4.8,3.3,3.7,2.9,4.6,2.6,4.3,4.9,4.3,4.0,2.6,4.6,3.6,4.0,4.3,9.7,4.1,3.5,3.1,3.6,4.0,3.1,2.6,3.1,4.5,5.4,3.0,3.9
2018-05,2018,May,4.0,6.5,4.7,3.7,4.3,3.1,4.2,3.9,5.7,3.7,4.0,2.4,2.9,4.3,3.5,2.6,3.3,4.4,5.0,3.2,4.0,3.4,4.2,2.9,4.8,3.2,3.7,2.9,4.5,2.6,4.2,4.8,4.2,4.0,2.6,4.6,3.5,4.0,4.3,9.5,4.0,3.4,3.1,3.6,3.9,3.1,2.6,3.1,4.4,5.3,3.0,3.9
2018-06,2018,June,4.0,6.5,4.7,3.6,4.2,3.2,4.2,3.8,5.7,3.6,3.9,2.5,2.9,4.3,3.5,2.6,3.3,4.4,5.0,3.3,4.0,3.4,4.1,2.9,4.8,3.1,3.6,2.9,4.4,2.6,4.1,4.8,4.1,3.9,2.6,4.5,3.4,3.9,4.2,9.2,3.9,3.4,3.1,3.6,3.9,3.1,2.6,3.0,4.4,5.3,3.0,3.9
2018-07,2018,July,4.0,6.4,4.7,3.6,4.2,3.2,4.1,3.7,5.7,3.5,3.9,2.5,2.9,4.3,3.5,2.5,3.2,4.4,5.0,3.3,3.9,3.3,4.0,2.8,4.7,3.0,3.6,2.9,4.4,2.5,4.0,4.8,4.0,3.9,2.6,4.5,3.3,3.9,4.2,8.9,3.9,3.3,3.0,3.5,3.8,3.1,2.5,3.0,4.4,5.2,3.0,3.9
2018-08,2018,August,3.9,6.4,4.7,3.6,4.2,3.2,4.0,3.7,5.6,3.4,3.8,2.6,2.8,4.3,3.5,2.5,3.2,4.4,4.9,3.3,3.9,3.3,3.9,2.8,4.7,3.0,3.6,2.9,4.4,2.5,3.9,4.8,3.9,3.9,2.6,4.4,3.2,4.0,4.2,8.6,3.8,3.3,3.0,3.5,3.7,3.0,2.5,2.9,4.4,5.1,3.0,3.9
2018-09,2018,September,3.8,6.3,4.7,3.6,4.2,3.3,4.0,3.6,5.6,3.4,3.8,2.7,2.8,4.2,3.5,2.5,3.2,4.3,4.9,3.3,3.8,3.3,3.9,2.9,4.8,3.0,3.6,2.9,4.3,2.5,3.8,4.8,3.9,3.9,2.5,4.4,3.2,4.0,4.1,8.4,3.8,3.3,3.0,3.5,3.7,3.0,2.5,2.9,4.4,5.1,3.0,3.9
2018-10,2018,October,3.7,6.3,4.8,3.6,4.2,3.3,3.9,3.6,5.6,3.4,3.8,2.7,2.9,4.3,3.5,2.5,3.2,4.3,4.8,3.3,3.8,3.2,4.0,2.9,4.9,3.0,3.6,2.9,4.3,2.5,3.8,4.9,3.9,3.9,2.5,4.4,3.2,4.1,4.1,8.3,3.8,3.3,3.0,3.4,3.7,3.0,2.4,2.9,4.4,5.0,3.0,3.8
2018-11,2018,November,3.7,6.2,4.8,3.6,4.2,3.3,3.9,3.5,5.7,3.4,3.8,2.8,2.9,4.3,3.6,2.6,3.3,4.3,4.8,3.3,3.8,3.2,4.0,3.0,5.0,3.1,3.5,3.0,4.3,2.5,3.8,4.9,4.0,3.9,2.4,4.4,3.2,4.2,4.1,8.3,3.8,3.3,3.0,3.4,3.7,3.0,2.4,2.9,4.5,5.0,3.0,3.7
2018-12,2018,December,3.6,6.2,4.8,3.6,4.3,3.2,3.9,3.5,5.7,3.4,3.8,2.8,2.9,4.4,3.6,2.6,3.3,4.3,4.7,3.3,3.8,3.1,4.1,3.1,5.1,3.2,3.5,3.0,4.2,2.5,3.8,4.9,4.0,4.0,2.4,4.3,3.3,4.2,4.1,8.5,3.7,3.4,3.1,3.4,3.7,2.9,2.4,3.0,4.5,4.9,3.0,3.6
