,Date,Total Construction,Total Residential,Total Nonresidential,Total Lodging,Total Office,Total Commercial,Total Health Care,Total Educational,Total Religious,Total Public safety,Total Amusement and recreation,Total Transportation,Total Communication,Total Power,Total Highway and street,Total Sewage and waste disposal,Total Water supply,Total Conservation and development,Total Manufacturing,Total Private Construction,Private Residential,Private Nonresidential,Private Lodging,Private Office,Private Commercial,Private Health care,Private Educational,Private Religious,Private Amusement and recreation,Private Transportation,Private Communication,Private Power,Private Manufacturing,Total Public Construction,Public Residential,Public Nonresidential,Public Office,Public Commercial,Public Health care,Public Education,Public Public safety,Public Amusement and recreation,Public Transportation,Public Power,Public Highway and street,Public Sewage and waste disposal,Public Water supply,Public Conservation and development,Year,month,"Unemployment Rate, 16yo and over","Unemployment Rate, Men, 16yo and over","Unemployment Rate, Women, 16yo and over","Unemployment Rate, White, 16yo and over","Unemployment Rate, White, Men, 16yo and over","Unemployment Rate, White, Women, 16yo and over","Unemployment Rate, African American, 16yo and over","Unemployment Rate, African American, Men, 16yo and over","Unemployment Rate, African American, Women, 16yo and over","Unemployment Rate, Asian, 16yo and over","Unemployment Rate, Hispanic or Latino, 16yo and over","Unemployment Rate, 16-19yo","Unemployment Rate, Men, 16-19yo","Unemployment Rate, Women, 16-19yo","Unemployment Rate, White, 16-19yo","Unemployment Rate, White, Men, 16-19yo","Unemployment Rate, White, Women, 16-19yo","Unemployment Rate, African American, 16-19yo","Unemployment Rate, African American, Men, 16-19yo","Unemployment Rate, African American, Women, 16-19yo","Unemployment Rate, Hispanic or Latino, 16-19yo","Unemployment Rate, Hispanic or Latino, Men, 16-19yo","Unemployment Rate, Hispanic or Latino, Women, 16-19yo","Unemployment Rate, 20yo and over","Unemployment Rate, Men, 20yo and over","Unemployment Rate, Women, 20yo and over","Unemployment Rate, White, 20yo and over","Unemployment Rate, White, Men, 20yo and over","Unemployment Rate, White, Women, 20yo and over","Unemployment Rate, African American, 20yo and over","Unemployment Rate, African American, Men, 20yo and over","Unemployment Rate, African American, Women, 20yo and over","Unemployment Rate, Hispanic or Latino","Unemployment Rate, Hispanic or Latino, Men, 20yo and over","Unemployment Rate, Hispanic or Latino, Women, 20yo and over","Unemployment Rate, 20-24yo","Unemployment Rate, Men, 20-24yo","Unemployment Rate, Women, 20-24yo","Unemployment Rate, 25-34yo","Unemployment Rate, Men, 25-34yo","Unemployment Rate, Women, 25-34yo","Unemployment Rate, 35-44yo","Unemployment Rate, Men, 35-44yo","Unemployment Rate, Women, 35-44yo","Unemployment Rate, 45-54yo","Unemployment Rate, Men, 45-54yo","Unemployment Rate, Women, 45-54yo","Unemployment Rate, 55yo and over","Unemployment Rate, Men, 55yo and over","Unemployment Rate, Women, 55yo and over","Unemployment Rate, 25yo and over","Unemployment Rate, Men, 25yo and over","Unemployment Rate, Women, 25yo and over","Unemployment Rate, Less than High School diploma, 25yo and over","Unemployment Rate, High school-no college, 25yo and over","Unemployment Rate, Some college, 25yo and over","Unemployment Rate, Bachelor's degree or higher, 25yo and over"
106,2014-11,1036942.0,389684.0,647258.0,18744.0,48087.0,68466.0,39215.0,79642.0,3543.0,9310.0,18142.0,44172.0,16942.0,92755.0,87563.0,24597.0,14139.0,7680.0,74263.0,757652.0,384345.0,373307.0,18339.0,40503.0,66346.0,29665.0,17010.0,3542.0,8572.0,13352.0,16778.0,83375.0,73832.0,279290.0,5339.0,273951.0,7584.0,2119.0,9549.0,62632.0,8954.0,9571.0,30820.0,9379.0,86999.0,24386.0,13513.0,7443.0,2014,November,5.8,5.9,5.8,5.0,5.0,4.9,10.9,11.8,10.1,4.8,6.6,17.2,17.1,17.2,15.5,15.6,15.5,28.9,31.9,26.1,16.8,15.7,18.0,5.4,5.4,5.3,4.6,4.6,4.5,10.2,11.0,9.4,6.1,5.9,6.5,10.8,11.6,10.0,6.0,6.0,6.0,4.4,4.3,4.6,4.2,4.2,4.1,4.5,4.7,4.2,4.8,4.8,4.7,8.6,5.7,4.9,3.2
107,2014-12,1047849.0,399271.0,648578.0,18889.0,49817.0,67766.0,38905.0,80429.0,3432.0,9030.0,18166.0,43823.0,17186.0,93349.0,87588.0,26060.0,13830.0,7962.0,72348.0,764170.0,393817.0,370354.0,18407.0,41835.0,65726.0,29910.0,16501.0,3432.0,8715.0,13479.0,17014.0,81440.0,71844.0,283679.0,5454.0,278224.0,7982.0,2039.0,8995.0,63928.0,8661.0,9451.0,30344.0,11909.0,86890.0,25857.0,13213.0,7798.0,2014,December,5.6,5.7,5.4,4.7,4.7,4.7,10.6,11.9,9.4,4.4,6.4,16.9,19.1,14.5,14.2,16.4,11.9,33.4,38.1,29.2,18.6,18.5,18.7,5.1,5.2,5.1,4.4,4.3,4.4,9.7,10.9,8.6,5.8,5.3,6.5,10.5,11.3,9.5,5.8,5.6,6.1,4.3,4.2,4.3,4.0,4.0,4.0,3.9,4.1,3.8,4.5,4.5,4.5,8.6,5.3,5.0,2.8
108,2015-01,1061041.0,405910.0,655130.0,19108.0,51299.0,64831.0,39428.0,77988.0,3337.0,8460.0,18090.0,44425.0,18151.0,99158.0,86659.0,24575.0,13972.0,7496.0,78157.0,778837.0,398617.0,380220.0,18566.0,42901.0,62932.0,30576.0,16130.0,3332.0,8350.0,13627.0,17992.0,86497.0,77652.0,282204.0,7294.0,274910.0,8397.0,1899.0,8853.0,61858.0,8101.0,9740.0,30797.0,12662.0,86439.0,24129.0,13428.0,7396.0,2015,January,5.7,5.8,5.5,4.9,4.9,4.8,10.3,11.4,9.2,4.0,6.7,18.5,20.0,17.0,16.1,17.2,15.0,29.8,33.9,25.6,21.2,22.7,19.2,5.2,5.3,5.0,4.4,4.5,4.4,9.5,10.5,8.6,6.0,5.8,6.2,9.6,11.3,7.7,5.9,5.8,5.9,4.4,4.4,4.4,4.2,4.0,4.4,4.1,4.2,4.0,4.6,4.6,4.6,8.3,5.4,5.2,2.8
109,2015-02,1069716.0,408497.0,661220.0,19348.0,51897.0,62638.0,39051.0,78410.0,3376.0,8463.0,19081.0,44344.0,18711.0,103428.0,86609.0,24511.0,12037.0,8036.0,81280.0,788829.0,401138.0,387691.0,18847.0,43738.0,60617.0,30220.0,16329.0,3369.0,9058.0,13302.0,18622.0,91261.0,80696.0,280887.0,7358.0,273529.0,8159.0,2021.0,8831.0,62080.0,8132.0,10023.0,31042.0,12167.0,86338.0,24242.0,11447.0,7866.0,2015,February,5.5,5.6,5.3,4.7,4.8,4.6,10.1,11.0,9.3,4.0,6.8,16.9,17.9,16.0,14.7,14.9,14.5,30.5,34.6,26.5,19.5,19.4,19.6,5.1,5.2,4.9,4.4,4.5,4.2,9.3,10.0,8.7,6.2,6.0,6.3,10.0,10.8,9.1,5.4,5.6,5.2,4.4,4.2,4.6,3.9,3.9,3.9,4.2,4.4,4.0,4.5,4.6,4.4,8.2,5.4,5.0,2.7
110,2015-03,1089040.0,412956.0,676084.0,19470.0,52740.0,64667.0,39338.0,80335.0,3274.0,8674.0,19023.0,45918.0,19429.0,111785.0,84592.0,24627.0,13013.0,7711.0,81488.0,804383.0,405058.0,399325.0,18950.0,44774.0,62513.0,30437.0,16527.0,3265.0,8800.0,13732.0,19156.0,98801.0,80738.0,284657.0,7898.0,276760.0,7966.0,2154.0,8901.0,63808.0,8320.0,10222.0,32185.0,12984.0,84343.0,24366.0,12371.0,7586.0,2015,March,5.4,5.6,5.3,4.8,4.9,4.6,9.9,10.6,9.2,3.2,6.8,17.5,19.7,15.3,15.8,17.9,13.6,25.6,31.1,20.0,21.2,22.3,19.9,5.0,5.1,4.9,4.3,4.4,4.2,9.3,9.9,8.8,6.1,5.7,6.7,10.7,11.3,10.0,5.7,5.7,5.7,4.1,4.1,4.2,3.7,3.7,3.8,3.9,4.0,3.7,4.4,4.4,4.3,8.6,5.3,4.8,2.4
111,2015-04,1113430.0,413321.0,700109.0,20518.0,54651.0,66144.0,40331.0,84444.0,3549.0,8306.0,19990.0,45440.0,20983.0,116742.0,89737.0,24818.0,12974.0,8202.0,83282.0,819860.0,405311.0,414549.0,20061.0,46325.0,64137.0,31538.0,17094.0,3541.0,9419.0,12958.0,20872.0,104440.0,82580.0,293570.0,8009.0,285561.0,8326.0,2006.0,8793.0,67350.0,8007.0,10571.0,32482.0,12302.0,89384.0,24541.0,12392.0,8130.0,2015,April,5.4,5.5,5.4,4.7,4.8,4.6,9.7,9.9,9.5,4.4,6.8,17.2,18.3,15.9,14.9,16.3,13.5,27.8,29.3,26.4,18.7,17.1,20.4,5.0,5.0,5.0,4.3,4.4,4.2,9.0,9.2,8.9,6.3,5.9,6.8,9.7,10.7,8.7,5.8,5.4,6.3,4.3,4.1,4.6,3.9,4.0,3.7,4.0,4.2,3.7,4.5,4.4,4.5,8.4,5.5,4.7,2.7
112,2015-05,1138044.0,423094.0,714950.0,22010.0,58107.0,67293.0,40514.0,86020.0,3694.0,8200.0,20317.0,45336.0,22432.0,119871.0,91517.0,24311.0,12976.0,7734.0,84618.0,842021.0,415035.0,426986.0,21606.0,49201.0,64945.0,31322.0,17743.0,3682.0,9680.0,12963.0,22273.0,108075.0,83841.0,296023.0,8060.0,287964.0,8906.0,2347.0,9192.0,68277.0,7955.0,10638.0,32374.0,11796.0,91102.0,23966.0,12396.0,7664.0,2015,May,5.6,5.7,5.5,4.8,4.8,4.8,10.3,11.4,9.3,4.1,6.8,17.8,20.6,14.8,15.6,18.4,12.6,29.0,31.8,26.3,18.7,23.0,13.7,5.1,5.2,5.1,4.4,4.3,4.4,9.6,10.6,8.6,6.3,6.1,6.5,10.3,11.4,9.0,5.8,5.6,6.0,4.5,4.3,4.7,3.9,3.7,4.1,3.8,4.0,3.7,4.5,4.4,4.6,8.7,5.8,4.4,2.8
113,2015-06,1157392.0,429870.0,727522.0,23558.0,60290.0,64898.0,40888.0,89250.0,3751.0,8626.0,21598.0,45514.0,21365.0,119727.0,93542.0,25388.0,14234.0,7410.0,87484.0,857254.0,423741.0,433514.0,23018.0,52205.0,62201.0,31915.0,18676.0,3742.0,10474.0,13181.0,21169.0,108789.0,86648.0,300138.0,6129.0,294009.0,8085.0,2697.0,8973.0,70574.0,8400.0,11124.0,32333.0,10939.0,93177.0,25083.0,13684.0,7359.0,2015,June,5.3,5.3,5.1,4.6,4.6,4.5,9.7,10.4,9.1,3.9,6.7,18.0,20.1,16.0,15.5,18.0,13.0,32.2,33.3,31.4,21.7,24.8,18.5,4.8,4.8,4.7,4.2,4.2,4.2,8.8,9.5,8.1,6.0,6.1,5.9,9.7,10.8,8.6,5.6,5.3,5.8,4.0,4.1,3.8,3.4,3.4,3.5,3.7,3.8,3.6,4.2,4.2,4.3,8.2,5.4,4.2,2.5
114,2015-07,1153609.0,435091.0,718517.0,22599.0,56074.0,66323.0,38959.0,89880.0,3861.0,8547.0,21026.0,45386.0,22628.0,121090.0,92170.0,25362.0,13714.0,8174.0,82723.0,852830.0,428574.0,424256.0,21930.0,47780.0,63346.0,30269.0,18636.0,3855.0,10225.0,13710.0,22423.0,108615.0,81814.0,300778.0,6517.0,294261.0,8294.0,2977.0,8691.0,71244.0,8387.0,10801.0,31676.0,12475.0,91685.0,25028.0,13103.0,8111.0,2015,July,5.2,5.2,5.2,4.5,4.6,4.5,9.1,9.5,8.8,3.9,6.9,16.4,17.8,15.1,13.8,15.1,12.4,28.0,27.0,28.8,17.4,20.1,14.2,4.8,4.8,4.8,4.2,4.2,4.2,8.4,8.9,8.0,6.4,6.1,6.9,9.7,10.5,8.8,5.5,5.5,5.5,4.1,3.8,4.4,3.7,3.5,3.9,3.7,3.7,3.5,4.2,4.1,4.4,8.3,5.5,4.3,2.5
115,2015-08,1162172.0,434810.0,727361.0,24146.0,57531.0,68118.0,40361.0,89424.0,3707.0,8477.0,21345.0,46030.0,22930.0,119034.0,95928.0,24085.0,13383.0,8150.0,84712.0,857492.0,428409.0,429082.0,23539.0,49565.0,64985.0,31833.0,18849.0,3694.0,10415.0,14073.0,22723.0,103933.0,83930.0,304680.0,6401.0,298279.0,7966.0,3133.0,8529.0,70575.0,8332.0,10930.0,31957.0,15102.0,95638.0,23680.0,12726.0,8101.0,2015,August,5.1,5.1,5.0,4.4,4.4,4.3,9.4,10.0,8.9,3.4,6.6,16.9,17.5,16.2,14.2,14.9,13.6,30.4,31.4,29.6,21.0,20.7,21.3,4.6,4.7,4.6,4.0,4.1,4.0,8.6,9.2,8.1,6.0,5.2,7.1,9.1,10.1,8.0,5.1,5.1,5.1,3.8,3.5,4.2,3.7,3.6,3.9,3.8,3.9,3.6,4.1,4.0,4.2,7.9,5.5,4.3,2.4
116,2015-09,1158906.0,441998.0,716907.0,23800.0,56592.0,68225.0,39576.0,87112.0,3878.0,8696.0,21395.0,45857.0,23345.0,112918.0,93208.0,24815.0,13575.0,7387.0,86527.0,861993.0,435436.0,426558.0,22796.0,48773.0,65544.0,31079.0,18057.0,3863.0,10730.0,14122.0,23114.0,100998.0,85666.0,296913.0,6563.0,290350.0,7820.0,2681.0,8497.0,69055.0,8547.0,10665.0,31735.0,11920.0,92711.0,24348.0,12954.0,7307.0,2015,September,5.0,5.1,5.0,4.4,4.5,4.2,9.3,9.8,8.9,3.5,6.2,16.5,17.1,15.8,14.0,14.5,13.4,31.4,36.2,27.6,18.4,16.3,20.7,4.6,4.7,4.6,4.0,4.1,3.9,8.5,8.9,8.2,5.7,5.3,6.2,9.2,10.4,8.0,5.1,5.2,5.0,4.0,3.7,4.4,3.4,3.3,3.5,3.8,4.0,3.7,4.1,4.1,4.2,7.9,5.3,4.3,2.5
117,2015-10,1147465.0,443856.0,703610.0,23208.0,56247.0,69460.0,39498.0,84002.0,3750.0,9052.0,21493.0,45133.0,23258.0,105730.0,91690.0,24431.0,13865.0,7855.0,84938.0,856106.0,437284.0,418822.0,22563.0,48132.0,66997.0,31017.0,17723.0,3740.0,10967.0,13766.0,23036.0,95148.0,84011.0,291359.0,6572.0,284788.0,8114.0,2463.0,8481.0,66279.0,8905.0,10526.0,31367.0,10582.0,91213.0,24032.0,13335.0,7687.0,2015,October,5.0,5.1,5.0,4.4,4.4,4.3,9.0,9.5,8.6,3.5,6.3,15.9,16.5,15.3,14.1,14.8,13.2,26.0,29.3,23.4,22.4,22.1,22.7,4.6,4.7,4.6,4.0,4.1,4.0,8.4,8.8,8.0,5.6,5.0,6.5,9.2,10.3,8.0,5.3,5.4,5.1,4.1,3.8,4.5,3.7,3.6,3.7,3.5,3.4,3.5,4.1,4.1,4.2,7.6,5.2,4.4,2.5
118,2015-11,1147122.0,444841.0,702281.0,22797.0,58025.0,69055.0,39798.0,85696.0,3481.0,8178.0,21436.0,44593.0,23068.0,106553.0,90443.0,23654.0,13354.0,7959.0,84189.0,858971.0,438320.0,420651.0,22290.0,50169.0,66649.0,31276.0,17724.0,3474.0,11425.0,13874.0,22890.0,95921.0,83485.0,288152.0,6521.0,281631.0,7857.0,2406.0,8522.0,67972.0,8066.0,10012.0,30719.0,10632.0,90284.0,23091.0,12815.0,7857.0,2015,November,5.1,5.2,5.0,4.4,4.5,4.3,9.4,10.7,8.3,3.9,6.4,15.3,17.5,13.1,13.6,15.6,11.3,23.5,29.1,18.3,15.8,17.5,13.7,4.7,4.8,4.6,4.1,4.1,4.0,8.9,10.0,8.0,6.0,5.4,6.8,9.7,11.4,7.9,5.5,5.6,5.4,4.0,3.7,4.3,3.4,3.3,3.5,3.7,3.7,3.7,4.2,4.1,4.3,6.8,5.4,4.4,2.5
119,2015-12,1151856.0,449542.0,702314.0,23323.0,57795.0,70918.0,38379.0,86355.0,3332.0,8281.0,21147.0,43252.0,22468.0,105862.0,98155.0,24512.0,12858.0,6762.0,78918.0,856366.0,443177.0,413189.0,22804.0,49852.0,68179.0,29834.0,17955.0,3328.0,10617.0,13389.0,22269.0,95770.0,78126.0,295489.0,6365.0,289125.0,7943.0,2739.0,8545.0,68400.0,8091.0,10530.0,29863.0,10092.0,97818.0,24105.0,12787.0,6699.0,2015,December,5.0,5.1,4.9,4.4,4.5,4.3,8.5,9.2,7.9,4.1,6.2,16.2,17.4,15.0,14.8,16.7,12.7,24.2,22.7,25.6,15.7,16.2,15.1,4.6,4.6,4.5,4.0,4.1,3.9,7.9,8.7,7.1,5.8,5.4,6.2,9.2,10.0,8.3,5.3,5.5,5.1,4.0,3.8,4.3,3.7,3.4,3.9,3.2,3.4,3.0,4.0,4.0,4.0,6.4,5.6,4.1,2.5
